Anchor,Shape Match,Texture Match,Shape Dot,Shape Cos,Texture Dot,Texture Cos,Shape Dot Closer,Shape Cos Closer,Texture Dot Closer,Texture Cos Closer
cat9-bicycle1,cat9-bottle2,bottle8-bicycle1,0.000767692,0.5311811566352844,0.0005349252,0.26668602228164673,1,1,0,0
cat9-bicycle1,cat9-bottle2,bottle9-bicycle1,0.000767692,0.5311811566352844,0.000543533,0.2304205298423767,1,1,0,0
cat9-bicycle1,cat9-bottle2,keyboard5-bicycle1,0.000767692,0.5311811566352844,0.00055051246,0.2016369104385376,1,1,0,0
cat9-bicycle1,cat9-bottle2,keyboard6-bicycle1,0.000767692,0.5311811566352844,0.00060730206,0.17409145832061768,1,1,0,0
cat9-bicycle1,cat9-bottle2,clock7-bicycle1,0.000767692,0.5311811566352844,0.00051913864,0.43453526496887207,1,1,0,0
cat9-bicycle1,cat9-bottle2,clock6-bicycle1,0.000767692,0.5311811566352844,0.00057089876,0.23486655950546265,1,1,0,0
cat9-bicycle1,cat9-bottle2,clock2-bicycle1,0.000767692,0.5311811566352844,0.0005293554,0.447796106338501,1,1,0,0
cat9-bicycle1,cat9-bottle2,clock5-bicycle1,0.000767692,0.5311811566352844,0.00053410407,0.3464708924293518,1,1,0,0
cat9-bicycle1,cat9-bottle2,knife6-bicycle1,0.000767692,0.5311811566352844,0.0006335412,0.1756337285041809,1,1,0,0
cat9-bicycle1,cat9-bottle2,knife8-bicycle1,0.000767692,0.5311811566352844,0.0006071522,0.17383641004562378,1,1,0,0
cat9-bicycle1,cat9-bottle2,knife9-bicycle1,0.000767692,0.5311811566352844,0.0005875877,0.16548538208007812,1,1,0,0
cat9-bicycle1,cat9-bottle2,elephant6-bicycle1,0.000767692,0.5311811566352844,0.00052573613,0.2600403428077698,1,1,0,0
cat9-bicycle1,cat9-dog2,cat10-bicycle1,0.0005467934,0.20061039924621582,0.00055919617,0.20512747764587402,0,0,1,1
cat9-bicycle1,cat9-dog2,cat3-bicycle1,0.0005467934,0.20061039924621582,0.00056493736,0.16215991973876953,0,1,1,0
cat9-bicycle1,cat9-dog2,dog4-bicycle1,0.0005467934,0.20061039924621582,0.00055082917,0.17470556497573853,0,1,1,0
cat9-bicycle1,cat9-dog2,dog6-bicycle1,0.0005467934,0.20061039924621582,0.0005791125,0.3603286147117615,0,0,1,1
cat9-bicycle1,cat9-dog2,dog10-bicycle1,0.0005467934,0.20061039924621582,0.000605164,0.45407652854919434,0,0,1,1
cat9-bicycle1,cat9-dog2,oven6-bicycle1,0.0005467934,0.20061039924621582,0.00055808993,0.2181318998336792,0,0,1,1
cat9-bicycle1,cat9-dog2,oven10-bicycle1,0.0005467934,0.20061039924621582,0.0005538609,0.3314114809036255,0,0,1,1
cat9-bicycle1,cat9-dog2,oven2-bicycle1,0.0005467934,0.20061039924621582,0.0005060865,0.45270538330078125,1,0,0,1
cat9-bicycle1,cat9-dog2,oven5-bicycle1,0.0005467934,0.20061039924621582,0.00056095334,0.2862151861190796,0,0,1,1
cat9-bicycle1,cat9-dog2,chair5-bicycle1,0.0005467934,0.20061039924621582,0.00053797825,0.6325471699237823,1,0,0,1
cat9-bicycle1,cat9-dog2,chair10-bicycle1,0.0005467934,0.20061039924621582,0.000538882,0.46903854608535767,1,0,0,1
cat9-bicycle1,cat9-dog2,truck3-bicycle1,0.0005467934,0.20061039924621582,0.00062446337,0.5621507167816162,0,0,1,1
cat9-bicycle1,cat9-dog2,truck6-bicycle1,0.0005467934,0.20061039924621582,0.0006251004,0.13798242807388306,0,1,1,0
cat9-bicycle1,cat9-dog2,truck10-bicycle1,0.0005467934,0.20061039924621582,0.0005567477,0.2740662693977356,0,0,1,1
cat9-bicycle1,cat9-dog2,bird5-bicycle1,0.0005467934,0.20061039924621582,0.00069150305,0.5680982172489166,0,0,1,1
cat9-bicycle1,cat9-dog2,bird10-bicycle1,0.0005467934,0.20061039924621582,0.00055282575,0.34447431564331055,0,0,1,1
cat9-bicycle1,cat9-dog2,airplane2-bicycle1,0.0005467934,0.20061039924621582,0.00062740827,0.22297453880310059,0,0,1,1
cat9-bicycle1,cat9-dog2,airplane5-bicycle1,0.0005467934,0.20061039924621582,0.00059875246,0.18296420574188232,0,1,1,0
cat9-bicycle1,cat9-dog2,bottle4-bicycle1,0.0005467934,0.20061039924621582,0.00053921825,0.30469560623168945,1,0,0,1
cat9-bicycle1,cat9-dog2,bottle8-bicycle1,0.0005467934,0.20061039924621582,0.0005349252,0.26668602228164673,1,0,0,1
cat9-bicycle1,cat9-dog2,bottle9-bicycle1,0.0005467934,0.20061039924621582,0.000543533,0.2304205298423767,1,0,0,1
cat9-bicycle1,cat9-dog2,keyboard5-bicycle1,0.0005467934,0.20061039924621582,0.00055051246,0.2016369104385376,0,0,1,1
cat9-bicycle1,cat9-dog2,keyboard6-bicycle1,0.0005467934,0.20061039924621582,0.00060730206,0.17409145832061768,0,1,1,0
cat9-bicycle1,cat9-dog2,clock7-bicycle1,0.0005467934,0.20061039924621582,0.00051913864,0.43453526496887207,1,0,0,1
cat9-bicycle1,cat9-dog2,clock6-bicycle1,0.0005467934,0.20061039924621582,0.00057089876,0.23486655950546265,0,0,1,1
cat9-bicycle1,cat9-dog2,clock2-bicycle1,0.0005467934,0.20061039924621582,0.0005293554,0.447796106338501,1,0,0,1
cat9-bicycle1,cat9-dog2,clock5-bicycle1,0.0005467934,0.20061039924621582,0.00053410407,0.3464708924293518,1,0,0,1
cat9-bicycle1,cat9-dog2,knife6-bicycle1,0.0005467934,0.20061039924621582,0.0006335412,0.1756337285041809,0,1,1,0
cat9-bicycle1,cat9-dog2,knife8-bicycle1,0.0005467934,0.20061039924621582,0.0006071522,0.17383641004562378,0,1,1,0
cat9-bicycle1,cat9-dog2,knife9-bicycle1,0.0005467934,0.20061039924621582,0.0005875877,0.16548538208007812,0,1,1,0
cat9-bicycle1,cat9-dog2,elephant6-bicycle1,0.0005467934,0.20061039924621582,0.00052573613,0.2600403428077698,1,0,0,1
cat9-bicycle1,cat9-boat2,cat10-bicycle1,0.0005542075,0.18949860334396362,0.00055919617,0.20512747764587402,0,0,1,1
cat9-bicycle1,cat9-boat2,cat3-bicycle1,0.0005542075,0.18949860334396362,0.00056493736,0.16215991973876953,0,1,1,0
cat9-bicycle1,cat9-boat2,dog4-bicycle1,0.0005542075,0.18949860334396362,0.00055082917,0.17470556497573853,1,1,0,0
cat9-bicycle1,cat9-boat2,dog6-bicycle1,0.0005542075,0.18949860334396362,0.0005791125,0.3603286147117615,0,0,1,1
cat9-bicycle1,cat9-boat2,dog10-bicycle1,0.0005542075,0.18949860334396362,0.000605164,0.45407652854919434,0,0,1,1
cat9-bicycle1,cat9-boat2,oven6-bicycle1,0.0005542075,0.18949860334396362,0.00055808993,0.2181318998336792,0,0,1,1
cat9-bicycle1,cat9-boat2,oven10-bicycle1,0.0005542075,0.18949860334396362,0.0005538609,0.3314114809036255,1,0,0,1
cat9-bicycle1,cat9-boat2,oven2-bicycle1,0.0005542075,0.18949860334396362,0.0005060865,0.45270538330078125,1,0,0,1
cat9-bicycle1,cat9-boat2,oven5-bicycle1,0.0005542075,0.18949860334396362,0.00056095334,0.2862151861190796,0,0,1,1
cat9-bicycle1,cat9-boat2,chair5-bicycle1,0.0005542075,0.18949860334396362,0.00053797825,0.6325471699237823,1,0,0,1
cat9-bicycle1,cat9-boat2,chair10-bicycle1,0.0005542075,0.18949860334396362,0.000538882,0.46903854608535767,1,0,0,1
cat9-bicycle1,cat9-boat2,truck3-bicycle1,0.0005542075,0.18949860334396362,0.00062446337,0.5621507167816162,0,0,1,1
cat9-bicycle1,cat9-boat2,truck6-bicycle1,0.0005542075,0.18949860334396362,0.0006251004,0.13798242807388306,0,1,1,0
cat9-bicycle1,cat9-boat2,truck10-bicycle1,0.0005542075,0.18949860334396362,0.0005567477,0.2740662693977356,0,0,1,1
cat9-bicycle1,cat9-boat2,bird5-bicycle1,0.0005542075,0.18949860334396362,0.00069150305,0.5680982172489166,0,0,1,1
cat9-bicycle1,cat9-boat2,bird10-bicycle1,0.0005542075,0.18949860334396362,0.00055282575,0.34447431564331055,1,0,0,1
cat9-bicycle1,cat9-boat2,airplane2-bicycle1,0.0005542075,0.18949860334396362,0.00062740827,0.22297453880310059,0,0,1,1
cat9-bicycle1,cat9-boat2,airplane5-bicycle1,0.0005542075,0.18949860334396362,0.00059875246,0.18296420574188232,0,1,1,0
cat9-bicycle1,cat9-boat2,bottle4-bicycle1,0.0005542075,0.18949860334396362,0.00053921825,0.30469560623168945,1,0,0,1
cat9-bicycle1,cat9-boat2,bottle8-bicycle1,0.0005542075,0.18949860334396362,0.0005349252,0.26668602228164673,1,0,0,1
cat9-bicycle1,cat9-boat2,bottle9-bicycle1,0.0005542075,0.18949860334396362,0.000543533,0.2304205298423767,1,0,0,1
cat9-bicycle1,cat9-boat2,keyboard5-bicycle1,0.0005542075,0.18949860334396362,0.00055051246,0.2016369104385376,1,0,0,1
cat9-bicycle1,cat9-boat2,keyboard6-bicycle1,0.0005542075,0.18949860334396362,0.00060730206,0.17409145832061768,0,1,1,0
cat9-bicycle1,cat9-boat2,clock7-bicycle1,0.0005542075,0.18949860334396362,0.00051913864,0.43453526496887207,1,0,0,1
cat9-bicycle1,cat9-boat2,clock6-bicycle1,0.0005542075,0.18949860334396362,0.00057089876,0.23486655950546265,0,0,1,1
cat9-bicycle1,cat9-boat2,clock2-bicycle1,0.0005542075,0.18949860334396362,0.0005293554,0.447796106338501,1,0,0,1
cat9-bicycle1,cat9-boat2,clock5-bicycle1,0.0005542075,0.18949860334396362,0.00053410407,0.3464708924293518,1,0,0,1
cat9-bicycle1,cat9-boat2,knife6-bicycle1,0.0005542075,0.18949860334396362,0.0006335412,0.1756337285041809,0,1,1,0
cat9-bicycle1,cat9-boat2,knife8-bicycle1,0.0005542075,0.18949860334396362,0.0006071522,0.17383641004562378,0,1,1,0
cat9-bicycle1,cat9-boat2,knife9-bicycle1,0.0005542075,0.18949860334396362,0.0005875877,0.16548538208007812,0,1,1,0
cat9-bicycle1,cat9-boat2,elephant6-bicycle1,0.0005542075,0.18949860334396362,0.00052573613,0.2600403428077698,1,0,0,1
cat9-bicycle1,cat9-bird3,cat10-bicycle1,0.0005177369,0.3307645320892334,0.00055919617,0.20512747764587402,0,1,1,0
cat9-bicycle1,cat9-bird3,cat3-bicycle1,0.0005177369,0.3307645320892334,0.00056493736,0.16215991973876953,0,1,1,0
cat9-bicycle1,cat9-bird3,dog4-bicycle1,0.0005177369,0.3307645320892334,0.00055082917,0.17470556497573853,0,1,1,0
cat9-bicycle1,cat9-bird3,dog6-bicycle1,0.0005177369,0.3307645320892334,0.0005791125,0.3603286147117615,0,0,1,1
cat9-bicycle1,cat9-bird3,dog10-bicycle1,0.0005177369,0.3307645320892334,0.000605164,0.45407652854919434,0,0,1,1
cat9-bicycle1,cat9-bird3,oven6-bicycle1,0.0005177369,0.3307645320892334,0.00055808993,0.2181318998336792,0,1,1,0
cat9-bicycle1,cat9-bird3,oven10-bicycle1,0.0005177369,0.3307645320892334,0.0005538609,0.3314114809036255,0,0,1,1
cat9-bicycle1,cat9-bird3,oven2-bicycle1,0.0005177369,0.3307645320892334,0.0005060865,0.45270538330078125,1,0,0,1
cat9-bicycle1,cat9-bird3,oven5-bicycle1,0.0005177369,0.3307645320892334,0.00056095334,0.2862151861190796,0,1,1,0
cat9-bicycle1,cat9-bird3,chair5-bicycle1,0.0005177369,0.3307645320892334,0.00053797825,0.6325471699237823,0,0,1,1
cat9-bicycle1,cat9-bird3,chair10-bicycle1,0.0005177369,0.3307645320892334,0.000538882,0.46903854608535767,0,0,1,1
cat9-bicycle1,cat9-bird3,truck3-bicycle1,0.0005177369,0.3307645320892334,0.00062446337,0.5621507167816162,0,0,1,1
cat9-bicycle1,cat9-bird3,truck6-bicycle1,0.0005177369,0.3307645320892334,0.0006251004,0.13798242807388306,0,1,1,0
cat9-bicycle1,cat9-bird3,truck10-bicycle1,0.0005177369,0.3307645320892334,0.0005567477,0.2740662693977356,0,1,1,0
cat9-bicycle1,cat9-bird3,bird5-bicycle1,0.0005177369,0.3307645320892334,0.00069150305,0.5680982172489166,0,0,1,1
cat9-bicycle1,cat9-bird3,bird10-bicycle1,0.0005177369,0.3307645320892334,0.00055282575,0.34447431564331055,0,0,1,1
cat9-bicycle1,cat9-bird3,airplane2-bicycle1,0.0005177369,0.3307645320892334,0.00062740827,0.22297453880310059,0,1,1,0
cat9-bicycle1,cat9-bird3,airplane5-bicycle1,0.0005177369,0.3307645320892334,0.00059875246,0.18296420574188232,0,1,1,0
cat9-bicycle1,cat9-bird3,bottle4-bicycle1,0.0005177369,0.3307645320892334,0.00053921825,0.30469560623168945,0,1,1,0
cat9-bicycle1,cat9-bird3,bottle8-bicycle1,0.0005177369,0.3307645320892334,0.0005349252,0.26668602228164673,0,1,1,0
cat9-bicycle1,cat9-bird3,bottle9-bicycle1,0.0005177369,0.3307645320892334,0.000543533,0.2304205298423767,0,1,1,0
cat9-bicycle1,cat9-bird3,keyboard5-bicycle1,0.0005177369,0.3307645320892334,0.00055051246,0.2016369104385376,0,1,1,0
cat9-bicycle1,cat9-bird3,keyboard6-bicycle1,0.0005177369,0.3307645320892334,0.00060730206,0.17409145832061768,0,1,1,0
cat9-bicycle1,cat9-bird3,clock7-bicycle1,0.0005177369,0.3307645320892334,0.00051913864,0.43453526496887207,0,0,1,1
cat9-bicycle1,cat9-bird3,clock6-bicycle1,0.0005177369,0.3307645320892334,0.00057089876,0.23486655950546265,0,1,1,0
cat9-bicycle1,cat9-bird3,clock2-bicycle1,0.0005177369,0.3307645320892334,0.0005293554,0.447796106338501,0,0,1,1
cat9-bicycle1,cat9-bird3,clock5-bicycle1,0.0005177369,0.3307645320892334,0.00053410407,0.3464708924293518,0,0,1,1
cat9-bicycle1,cat9-bird3,knife6-bicycle1,0.0005177369,0.3307645320892334,0.0006335412,0.1756337285041809,0,1,1,0
cat9-bicycle1,cat9-bird3,knife8-bicycle1,0.0005177369,0.3307645320892334,0.0006071522,0.17383641004562378,0,1,1,0
cat9-bicycle1,cat9-bird3,knife9-bicycle1,0.0005177369,0.3307645320892334,0.0005875877,0.16548538208007812,0,1,1,0
cat9-bicycle1,cat9-bird3,elephant6-bicycle1,0.0005177369,0.3307645320892334,0.00052573613,0.2600403428077698,0,1,1,0
cat9-bicycle1,cat9-clock2,cat10-bicycle1,0.0005201219,0.26474976539611816,0.00055919617,0.20512747764587402,0,1,1,0
cat9-bicycle1,cat9-clock2,cat3-bicycle1,0.0005201219,0.26474976539611816,0.00056493736,0.16215991973876953,0,1,1,0
cat9-bicycle1,cat9-clock2,dog4-bicycle1,0.0005201219,0.26474976539611816,0.00055082917,0.17470556497573853,0,1,1,0
cat9-bicycle1,cat9-clock2,dog6-bicycle1,0.0005201219,0.26474976539611816,0.0005791125,0.3603286147117615,0,0,1,1
cat9-bicycle1,cat9-clock2,dog10-bicycle1,0.0005201219,0.26474976539611816,0.000605164,0.45407652854919434,0,0,1,1
cat9-bicycle1,cat9-clock2,oven6-bicycle1,0.0005201219,0.26474976539611816,0.00055808993,0.2181318998336792,0,1,1,0
cat9-bicycle1,cat9-clock2,oven10-bicycle1,0.0005201219,0.26474976539611816,0.0005538609,0.3314114809036255,0,0,1,1
cat9-bicycle1,cat9-clock2,oven2-bicycle1,0.0005201219,0.26474976539611816,0.0005060865,0.45270538330078125,1,0,0,1
cat9-bicycle1,cat9-clock2,oven5-bicycle1,0.0005201219,0.26474976539611816,0.00056095334,0.2862151861190796,0,0,1,1
cat9-bicycle1,cat9-clock2,chair5-bicycle1,0.0005201219,0.26474976539611816,0.00053797825,0.6325471699237823,0,0,1,1
cat9-bicycle1,cat9-clock2,chair10-bicycle1,0.0005201219,0.26474976539611816,0.000538882,0.46903854608535767,0,0,1,1
cat9-bicycle1,cat9-clock2,truck3-bicycle1,0.0005201219,0.26474976539611816,0.00062446337,0.5621507167816162,0,0,1,1
cat9-bicycle1,cat9-clock2,truck6-bicycle1,0.0005201219,0.26474976539611816,0.0006251004,0.13798242807388306,0,1,1,0
cat9-bicycle1,cat9-clock2,truck10-bicycle1,0.0005201219,0.26474976539611816,0.0005567477,0.2740662693977356,0,0,1,1
cat9-bicycle1,cat9-clock2,bird5-bicycle1,0.0005201219,0.26474976539611816,0.00069150305,0.5680982172489166,0,0,1,1
cat9-bicycle1,cat9-clock2,bird10-bicycle1,0.0005201219,0.26474976539611816,0.00055282575,0.34447431564331055,0,0,1,1
cat9-bicycle1,cat9-clock2,airplane2-bicycle1,0.0005201219,0.26474976539611816,0.00062740827,0.22297453880310059,0,1,1,0
cat9-bicycle1,cat9-clock2,airplane5-bicycle1,0.0005201219,0.26474976539611816,0.00059875246,0.18296420574188232,0,1,1,0
cat9-bicycle1,cat9-clock2,bottle4-bicycle1,0.0005201219,0.26474976539611816,0.00053921825,0.30469560623168945,0,0,1,1
cat9-bicycle1,cat9-clock2,bottle8-bicycle1,0.0005201219,0.26474976539611816,0.0005349252,0.26668602228164673,0,0,1,1
cat9-bicycle1,cat9-clock2,bottle9-bicycle1,0.0005201219,0.26474976539611816,0.000543533,0.2304205298423767,0,1,1,0
cat9-bicycle1,cat9-clock2,keyboard5-bicycle1,0.0005201219,0.26474976539611816,0.00055051246,0.2016369104385376,0,1,1,0
cat9-bicycle1,cat9-clock2,keyboard6-bicycle1,0.0005201219,0.26474976539611816,0.00060730206,0.17409145832061768,0,1,1,0
cat9-bicycle1,cat9-clock2,clock7-bicycle1,0.0005201219,0.26474976539611816,0.00051913864,0.43453526496887207,1,0,0,1
cat9-bicycle1,cat9-clock2,clock6-bicycle1,0.0005201219,0.26474976539611816,0.00057089876,0.23486655950546265,0,1,1,0
cat9-bicycle1,cat9-clock2,clock2-bicycle1,0.0005201219,0.26474976539611816,0.0005293554,0.447796106338501,0,0,1,1
cat9-bicycle1,cat9-clock2,clock5-bicycle1,0.0005201219,0.26474976539611816,0.00053410407,0.3464708924293518,0,0,1,1
cat9-bicycle1,cat9-clock2,knife6-bicycle1,0.0005201219,0.26474976539611816,0.0006335412,0.1756337285041809,0,1,1,0
cat9-bicycle1,cat9-clock2,knife8-bicycle1,0.0005201219,0.26474976539611816,0.0006071522,0.17383641004562378,0,1,1,0
cat9-bicycle1,cat9-clock2,knife9-bicycle1,0.0005201219,0.26474976539611816,0.0005875877,0.16548538208007812,0,1,1,0
cat9-bicycle1,cat9-clock2,elephant6-bicycle1,0.0005201219,0.26474976539611816,0.00052573613,0.2600403428077698,0,1,1,0
cat9-bicycle1,cat9-knife2,cat10-bicycle1,0.0005587428,0.3924461007118225,0.00055919617,0.20512747764587402,0,1,1,0
cat9-bicycle1,cat9-knife2,cat3-bicycle1,0.0005587428,0.3924461007118225,0.00056493736,0.16215991973876953,0,1,1,0
cat9-bicycle1,cat9-knife2,dog4-bicycle1,0.0005587428,0.3924461007118225,0.00055082917,0.17470556497573853,1,1,0,0
cat9-bicycle1,cat9-knife2,dog6-bicycle1,0.0005587428,0.3924461007118225,0.0005791125,0.3603286147117615,0,1,1,0
cat9-bicycle1,cat9-knife2,dog10-bicycle1,0.0005587428,0.3924461007118225,0.000605164,0.45407652854919434,0,0,1,1
cat9-bicycle1,cat9-knife2,oven6-bicycle1,0.0005587428,0.3924461007118225,0.00055808993,0.2181318998336792,1,1,0,0
cat9-bicycle1,cat9-knife2,oven10-bicycle1,0.0005587428,0.3924461007118225,0.0005538609,0.3314114809036255,1,1,0,0
cat9-bicycle1,cat9-knife2,oven2-bicycle1,0.0005587428,0.3924461007118225,0.0005060865,0.45270538330078125,1,0,0,1
cat9-bicycle1,cat9-knife2,oven5-bicycle1,0.0005587428,0.3924461007118225,0.00056095334,0.2862151861190796,0,1,1,0
cat9-bicycle1,cat9-knife2,chair5-bicycle1,0.0005587428,0.3924461007118225,0.00053797825,0.6325471699237823,1,0,0,1
cat9-bicycle1,cat9-knife2,chair10-bicycle1,0.0005587428,0.3924461007118225,0.000538882,0.46903854608535767,1,0,0,1
cat9-bicycle1,cat9-knife2,truck3-bicycle1,0.0005587428,0.3924461007118225,0.00062446337,0.5621507167816162,0,0,1,1
cat9-bicycle1,cat9-knife2,truck6-bicycle1,0.0005587428,0.3924461007118225,0.0006251004,0.13798242807388306,0,1,1,0
cat9-bicycle1,cat9-knife2,truck10-bicycle1,0.0005587428,0.3924461007118225,0.0005567477,0.2740662693977356,1,1,0,0
cat9-bicycle1,cat9-knife2,bird5-bicycle1,0.0005587428,0.3924461007118225,0.00069150305,0.5680982172489166,0,0,1,1
cat9-bicycle1,cat9-knife2,bird10-bicycle1,0.0005587428,0.3924461007118225,0.00055282575,0.34447431564331055,1,1,0,0
